RUN	src.test.scala.hello.TestLogin	testlogin	1581944376479	 	3.2.1
REQUEST	22		LoginPage	1581944378603	1581944384132	OK	 
REQUEST	40		LoginPage	1581944378637	1581944384141	OK	 
REQUEST	37		LoginPage	1581944378628	1581944384150	OK	 
REQUEST	31		LoginPage	1581944378620	1581944384154	OK	 
REQUEST	27		LoginPage	1581944378612	1581944384163	OK	 
REQUEST	25		LoginPage	1581944378607	1581944384165	OK	 
REQUEST	28		LoginPage	1581944378615	1581944384172	OK	 
REQUEST	32		LoginPage	1581944378621	1581944384185	OK	 
USER	JavaMultiuserScenario	11	END	1581944378495	1581944385637
USER	JavaMultiuserScenario	43	END	1581944378512	1581944385743
USER	JavaMultiuserScenario	6	END	1581944378489	1581944385911
USER	JavaMultiuserScenario	16	END	1581944378506	1581944385942
USER	JavaMultiuserScenario	20	END	1581944378507	1581944385952
USER	JavaMultiuserScenario	26	END	1581944378508	1581944386056
USER	JavaMultiuserScenario	29	END	1581944378509	1581944386058
USER	JavaMultiuserScenario	24	END	1581944378508	1581944386056
USER	JavaMultiuserScenario	13	END	1581944378505	1581944386060
USER	JavaMultiuserScenario	14	END	1581944378506	1581944386060
USER	JavaMultiuserScenario	1	END	1581944378484	1581944386063
USER	JavaMultiuserScenario	38	END	1581944378511	1581944386065
USER	JavaMultiuserScenario	42	END	1581944378512	1581944386067
USER	JavaMultiuserScenario	49	END	1581944378513	1581944386067
USER	JavaMultiuserScenario	10	END	1581944378493	1581944386131
USER	JavaMultiuserScenario	30	END	1581944378509	1581944386152
USER	JavaMultiuserScenario	23	END	1581944378508	1581944386152
USER	JavaMultiuserScenario	8	END	1581944378489	1581944386152
USER	JavaMultiuserScenario	50	END	1581944378513	1581944386153
USER	JavaMultiuserScenario	34	END	1581944378510	1581944386165
USER	JavaMultiuserScenario	12	END	1581944378505	1581944386165
USER	JavaMultiuserScenario	35	END	1581944378510	1581944386165
USER	JavaMultiuserScenario	17	END	1581944378506	1581944386171
USER	JavaMultiuserScenario	15	END	1581944378506	1581944386332
USER	JavaMultiuserScenario	21	END	1581944378507	1581944386332
USER	JavaMultiuserScenario	36	END	1581944378511	1581944386332
USER	JavaMultiuserScenario	48	END	1581944378513	1581944386333
USER	JavaMultiuserScenario	47	END	1581944378513	1581944386336
USER	JavaMultiuserScenario	18	END	1581944378506	1581944386336
USER	JavaMultiuserScenario	4	END	1581944378486	1581944386383
USER	JavaMultiuserScenario	7	END	1581944378488	1581944386384
USER	JavaMultiuserScenario	46	END	1581944378512	1581944386389
USER	JavaMultiuserScenario	5	END	1581944378486	1581944386388
USER	JavaMultiuserScenario	3	END	1581944378486	1581944386394
USER	JavaMultiuserScenario	9	END	1581944378493	1581944386395
USER	JavaMultiuserScenario	2	END	1581944378486	1581944386401
USER	JavaMultiuserScenario	41	END	1581944378512	1581944386474
USER	JavaMultiuserScenario	39	END	1581944378511	1581944386563
USER	JavaMultiuserScenario	44	END	1581944378512	1581944386723
USER	JavaMultiuserScenario	33	END	1581944378510	1581944387075
USER	JavaMultiuserScenario	45	END	1581944378512	1581944387075
USER	JavaMultiuserScenario	19	END	1581944378507	1581944387132
USER	JavaMultiuserScenario	22	END	1581944378507	1581944387175
USER	JavaMultiuserScenario	37	END	1581944378511	1581944387175
USER	JavaMultiuserScenario	40	END	1581944378511	1581944387175
USER	JavaMultiuserScenario	31	END	1581944378510	1581944387178
USER	JavaMultiuserScenario	25	END	1581944378508	1581944387179
USER	JavaMultiuserScenario	27	END	1581944378508	1581944387180
USER	JavaMultiuserScenario	28	END	1581944378509	1581944387181
USER	JavaMultiuserScenario	32	END	1581944378510	1581944387191
